healthy_index,healthy_path,healthy_stem,label_global_index,label_path,label_stem,case_dir,center,crop_bounds,used_label_crop_voxels,final_label_voxels
514,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI435-IOP-1040-T1_preprocessed.nii.gz,IXI435-IOP-1040-T1,1673,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02063-100-seg.nii.gz,BraTS-GLI-02063-100,data\IXI_GLI\IXI435-IOP-1040-T1__BraTS-GLI-02063-100,"[92, 131, 71]","{""x_min"": 44, ""x_max"": 140, ""y_min"": 83, ""y_max"": 179, ""z_min"": 23, ""z_max"": 119}",69102,69102
515,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI527-HH-2376-T1_preprocessed.nii.gz,IXI527-HH-2376-T1,1675,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02549-102-seg.nii.gz,BraTS-GLI-02549-102,data\IXI_GLI\IXI527-HH-2376-T1__BraTS-GLI-02549-102,"[58, 139, 92]","{""x_min"": 10, ""x_max"": 106, ""y_min"": 91, ""y_max"": 187, ""z_min"": 44, ""z_max"": 140}",5039,5039
516,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI192-Guys-0878-T1_preprocessed.nii.gz,IXI192-Guys-0878-T1,1676,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02881-100-seg.nii.gz,BraTS-GLI-02881-100,data\IXI_GLI\IXI192-Guys-0878-T1__BraTS-GLI-02881-100,"[93, 78, 168]","{""x_min"": 45, ""x_max"": 141, ""y_min"": 30, ""y_max"": 126, ""z_min"": 120, ""z_max"": 216}",6151,6151
517,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI652-Guys-1116-T1_preprocessed.nii.gz,IXI652-Guys-1116-T1,1687,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02989-101-seg.nii.gz,BraTS-GLI-02989-101,data\IXI_GLI\IXI652-Guys-1116-T1__BraTS-GLI-02989-101,"[176, 154, 116]","{""x_min"": 128, ""x_max"": 224, ""y_min"": 106, ""y_max"": 202, ""z_min"": 68, ""z_max"": 164}",25477,25477
518,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI200-Guys-0812-T1_preprocessed.nii.gz,IXI200-Guys-0812-T1,1688,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02196-103-seg.nii.gz,BraTS-GLI-02196-103,data\IXI_GLI\IXI200-Guys-0812-T1__BraTS-GLI-02196-103,"[87, 145, 132]","{""x_min"": 39, ""x_max"": 135, ""y_min"": 97, ""y_max"": 193, ""z_min"": 84, ""z_max"": 180}",161855,161855
519,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI088-Guys-0758-T1_preprocessed.nii.gz,IXI088-Guys-0758-T1,1689,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02290-101-seg.nii.gz,BraTS-GLI-02290-101,data\IXI_GLI\IXI088-Guys-0758-T1__BraTS-GLI-02290-101,"[146, 65, 63]","{""x_min"": 98, ""x_max"": 194, ""y_min"": 17, ""y_max"": 113, ""z_min"": 15, ""z_max"": 111}",58069,58069
520,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI310-IOP-0890-T1_preprocessed.nii.gz,IXI310-IOP-0890-T1,1700,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02897-100-seg.nii.gz,BraTS-GLI-02897-100,data\IXI_GLI\IXI310-IOP-0890-T1__BraTS-GLI-02897-100,"[86, 95, 92]","{""x_min"": 38, ""x_max"": 134, ""y_min"": 47, ""y_max"": 143, ""z_min"": 44, ""z_max"": 140}",31576,31576
521,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI244-Guys-0841-T1_preprocessed.nii.gz,IXI244-Guys-0841-T1,1704,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02274-100-seg.nii.gz,BraTS-GLI-02274-100,data\IXI_GLI\IXI244-Guys-0841-T1__BraTS-GLI-02274-100,"[85, 142, 122]","{""x_min"": 37, ""x_max"": 133, ""y_min"": 94, ""y_max"": 190, ""z_min"": 74, ""z_max"": 170}",51933,51933
522,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI409-Guys-0960-T1_preprocessed.nii.gz,IXI409-Guys-0960-T1,1708,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02248-100-seg.nii.gz,BraTS-GLI-02248-100,data\IXI_GLI\IXI409-Guys-0960-T1__BraTS-GLI-02248-100,"[177, 153, 96]","{""x_min"": 129, ""x_max"": 225, ""y_min"": 105, ""y_max"": 201, ""z_min"": 48, ""z_max"": 144}",25555,25555
523,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI426-IOP-1011-T1_preprocessed.nii.gz,IXI426-IOP-1011-T1,1714,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02238-101-seg.nii.gz,BraTS-GLI-02238-101,data\IXI_GLI\IXI426-IOP-1011-T1__BraTS-GLI-02238-101,"[142, 128, 140]","{""x_min"": 94, ""x_max"": 190, ""y_min"": 80, ""y_max"": 176, ""z_min"": 92, ""z_max"": 188}",66686,66686
524,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI191-Guys-0801-T1_preprocessed.nii.gz,IXI191-Guys-0801-T1,1721,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03017-100-seg.nii.gz,BraTS-GLI-03017-100,data\IXI_GLI\IXI191-Guys-0801-T1__BraTS-GLI-03017-100,"[154, 152, 94]","{""x_min"": 106, ""x_max"": 202, ""y_min"": 104, ""y_max"": 200, ""z_min"": 46, ""z_max"": 142}",41467,41467
525,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI419-Guys-1027-T1_preprocessed.nii.gz,IXI419-Guys-1027-T1,1723,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02999-101-seg.nii.gz,BraTS-GLI-02999-101,data\IXI_GLI\IXI419-Guys-1027-T1__BraTS-GLI-02999-101,"[120, 183, 103]","{""x_min"": 72, ""x_max"": 168, ""y_min"": 135, ""y_max"": 231, ""z_min"": 55, ""z_max"": 151}",27580,27580
526,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI517-IOP-1144-T1_preprocessed.nii.gz,IXI517-IOP-1144-T1,1724,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02831-101-seg.nii.gz,BraTS-GLI-02831-101,data\IXI_GLI\IXI517-IOP-1144-T1__BraTS-GLI-02831-101,"[197, 125, 119]","{""x_min"": 149, ""x_max"": 245, ""y_min"": 77, ""y_max"": 173, ""z_min"": 71, ""z_max"": 167}",7260,7260
527,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI622-Guys-1102-T1_preprocessed.nii.gz,IXI622-Guys-1102-T1,1727,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-00518-100-seg.nii.gz,BraTS-GLI-00518-100,data\IXI_GLI\IXI622-Guys-1102-T1__BraTS-GLI-00518-100,"[110, 59, 156]","{""x_min"": 62, ""x_max"": 158, ""y_min"": 11, ""y_max"": 107, ""z_min"": 108, ""z_max"": 204}",6002,6002
528,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI614-HH-2735-T1_preprocessed.nii.gz,IXI614-HH-2735-T1,1735,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02982-101-seg.nii.gz,BraTS-GLI-02982-101,data\IXI_GLI\IXI614-HH-2735-T1__BraTS-GLI-02982-101,"[72, 78, 139]","{""x_min"": 24, ""x_max"": 120, ""y_min"": 30, ""y_max"": 126, ""z_min"": 91, ""z_max"": 187}",22404,22404
529,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI118-Guys-0764-T1_preprocessed.nii.gz,IXI118-Guys-0764-T1,1736,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02326-100-seg.nii.gz,BraTS-GLI-02326-100,data\IXI_GLI\IXI118-Guys-0764-T1__BraTS-GLI-02326-100,"[150, 71, 145]","{""x_min"": 102, ""x_max"": 198, ""y_min"": 23, ""y_max"": 119, ""z_min"": 97, ""z_max"": 193}",62292,62292
530,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI637-HH-2785-T1_preprocessed.nii.gz,IXI637-HH-2785-T1,1738,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02524-104-seg.nii.gz,BraTS-GLI-02524-104,data\IXI_GLI\IXI637-HH-2785-T1__BraTS-GLI-02524-104,"[90, 48, 118]","{""x_min"": 42, ""x_max"": 138, ""y_min"": 0, ""y_max"": 96, ""z_min"": 70, ""z_max"": 166}",41359,41359
531,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI096-HH-1391-T1_preprocessed.nii.gz,IXI096-HH-1391-T1,1748,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02198-104-seg.nii.gz,BraTS-GLI-02198-104,data\IXI_GLI\IXI096-HH-1391-T1__BraTS-GLI-02198-104,"[169, 107, 97]","{""x_min"": 121, ""x_max"": 217, ""y_min"": 59, ""y_max"": 155, ""z_min"": 49, ""z_max"": 145}",56002,56002
532,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI334-HH-1907-T1_preprocessed.nii.gz,IXI334-HH-1907-T1,1757,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02524-100-seg.nii.gz,BraTS-GLI-02524-100,data\IXI_GLI\IXI334-HH-1907-T1__BraTS-GLI-02524-100,"[137, 76, 69]","{""x_min"": 89, ""x_max"": 185, ""y_min"": 28, ""y_max"": 124, ""z_min"": 21, ""z_max"": 117}",35079,35079
533,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI264-Guys-0854-T1_preprocessed.nii.gz,IXI264-Guys-0854-T1,1759,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02879-100-seg.nii.gz,BraTS-GLI-02879-100,data\IXI_GLI\IXI264-Guys-0854-T1__BraTS-GLI-02879-100,"[184, 148, 69]","{""x_min"": 136, ""x_max"": 232, ""y_min"": 100, ""y_max"": 196, ""z_min"": 21, ""z_max"": 117}",6363,6363
534,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI060-Guys-0709-T1_preprocessed.nii.gz,IXI060-Guys-0709-T1,1762,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02086-100-seg.nii.gz,BraTS-GLI-02086-100,data\IXI_GLI\IXI060-Guys-0709-T1__BraTS-GLI-02086-100,"[164, 135, 121]","{""x_min"": 116, ""x_max"": 212, ""y_min"": 87, ""y_max"": 183, ""z_min"": 73, ""z_max"": 169}",95249,95249
535,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI086-Guys-0728-T1_preprocessed.nii.gz,IXI086-Guys-0728-T1,1766,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02287-101-seg.nii.gz,BraTS-GLI-02287-101,data\IXI_GLI\IXI086-Guys-0728-T1__BraTS-GLI-02287-101,"[113, 112, 172]","{""x_min"": 65, ""x_max"": 161, ""y_min"": 64, ""y_max"": 160, ""z_min"": 124, ""z_max"": 220}",93122,93122
536,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI224-Guys-0823-T1_preprocessed.nii.gz,IXI224-Guys-0823-T1,1767,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02722-100-seg.nii.gz,BraTS-GLI-02722-100,data\IXI_GLI\IXI224-Guys-0823-T1__BraTS-GLI-02722-100,"[141, 159, 187]","{""x_min"": 93, ""x_max"": 189, ""y_min"": 111, ""y_max"": 207, ""z_min"": 139, ""z_max"": 235}",9014,9014
537,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI416-Guys-1051-T1_preprocessed.nii.gz,IXI416-Guys-1051-T1,1770,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02152-102-seg.nii.gz,BraTS-GLI-02152-102,data\IXI_GLI\IXI416-Guys-1051-T1__BraTS-GLI-02152-102,"[158, 115, 142]","{""x_min"": 110, ""x_max"": 206, ""y_min"": 67, ""y_max"": 163, ""z_min"": 94, ""z_max"": 190}",24225,24225
538,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI338-HH-1971-T1_preprocessed.nii.gz,IXI338-HH-1971-T1,1773,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02166-101-seg.nii.gz,BraTS-GLI-02166-101,data\IXI_GLI\IXI338-HH-1971-T1__BraTS-GLI-02166-101,"[149, 64, 163]","{""x_min"": 101, ""x_max"": 197, ""y_min"": 16, ""y_max"": 112, ""z_min"": 115, ""z_max"": 211}",16484,16484
539,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI095-HH-1390-T1_preprocessed.nii.gz,IXI095-HH-1390-T1,1783,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02862-100-seg.nii.gz,BraTS-GLI-02862-100,data\IXI_GLI\IXI095-HH-1390-T1__BraTS-GLI-02862-100,"[117, 60, 91]","{""x_min"": 69, ""x_max"": 165, ""y_min"": 12, ""y_max"": 108, ""z_min"": 43, ""z_max"": 139}",11841,11841
540,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI434-IOP-1010-T1_preprocessed.nii.gz,IXI434-IOP-1010-T1,1784,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02083-100-seg.nii.gz,BraTS-GLI-02083-100,data\IXI_GLI\IXI434-IOP-1010-T1__BraTS-GLI-02083-100,"[159, 93, 150]","{""x_min"": 111, ""x_max"": 207, ""y_min"": 45, ""y_max"": 141, ""z_min"": 102, ""z_max"": 198}",15811,15811
541,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI145-Guys-0781-T1_preprocessed.nii.gz,IXI145-Guys-0781-T1,1785,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-00549-101-seg.nii.gz,BraTS-GLI-00549-101,data\IXI_GLI\IXI145-Guys-0781-T1__BraTS-GLI-00549-101,"[189, 111, 146]","{""x_min"": 141, ""x_max"": 237, ""y_min"": 63, ""y_max"": 159, ""z_min"": 98, ""z_max"": 194}",8414,8414
542,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI524-HH-2412-T1_preprocessed.nii.gz,IXI524-HH-2412-T1,1786,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02195-101-seg.nii.gz,BraTS-GLI-02195-101,data\IXI_GLI\IXI524-HH-2412-T1__BraTS-GLI-02195-101,"[117, 76, 62]","{""x_min"": 69, ""x_max"": 165, ""y_min"": 28, ""y_max"": 124, ""z_min"": 14, ""z_max"": 110}",37228,37228
543,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI058-Guys-0726-T1_preprocessed.nii.gz,IXI058-Guys-0726-T1,1792,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-00008-102-seg.nii.gz,BraTS-GLI-00008-102,data\IXI_GLI\IXI058-Guys-0726-T1__BraTS-GLI-00008-102,"[131, 133, 107]","{""x_min"": 83, ""x_max"": 179, ""y_min"": 85, ""y_max"": 181, ""z_min"": 59, ""z_max"": 155}",17302,17302
544,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI307-IOP-0872-T1_preprocessed.nii.gz,IXI307-IOP-0872-T1,1793,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02171-101-seg.nii.gz,BraTS-GLI-02171-101,data\IXI_GLI\IXI307-IOP-0872-T1__BraTS-GLI-02171-101,"[163, 139, 88]","{""x_min"": 115, ""x_max"": 211, ""y_min"": 91, ""y_max"": 187, ""z_min"": 40, ""z_max"": 136}",57897,57897
545,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI398-Guys-0952-T1_preprocessed.nii.gz,IXI398-Guys-0952-T1,1795,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03051-101-seg.nii.gz,BraTS-GLI-03051-101,data\IXI_GLI\IXI398-Guys-0952-T1__BraTS-GLI-03051-101,"[142, 156, 166]","{""x_min"": 94, ""x_max"": 190, ""y_min"": 108, ""y_max"": 204, ""z_min"": 118, ""z_max"": 214}",45326,45326
546,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI413-Guys-0955-T1_preprocessed.nii.gz,IXI413-Guys-0955-T1,1796,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02795-101-seg.nii.gz,BraTS-GLI-02795-101,data\IXI_GLI\IXI413-Guys-0955-T1__BraTS-GLI-02795-101,"[82, 93, 128]","{""x_min"": 34, ""x_max"": 130, ""y_min"": 45, ""y_max"": 141, ""z_min"": 80, ""z_max"": 176}",65775,65775
547,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI114-Guys-0737-T1_preprocessed.nii.gz,IXI114-Guys-0737-T1,1803,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02761-100-seg.nii.gz,BraTS-GLI-02761-100,data\IXI_GLI\IXI114-Guys-0737-T1__BraTS-GLI-02761-100,"[70, 86, 77]","{""x_min"": 22, ""x_max"": 118, ""y_min"": 38, ""y_max"": 134, ""z_min"": 29, ""z_max"": 125}",5495,5495
548,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI436-HH-2153-T1_preprocessed.nii.gz,IXI436-HH-2153-T1,1807,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02271-100-seg.nii.gz,BraTS-GLI-02271-100,data\IXI_GLI\IXI436-HH-2153-T1__BraTS-GLI-02271-100,"[135, 70, 164]","{""x_min"": 87, ""x_max"": 183, ""y_min"": 22, ""y_max"": 118, ""z_min"": 116, ""z_max"": 212}",20632,20632
549,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI109-Guys-0732-T1_preprocessed.nii.gz,IXI109-Guys-0732-T1,1809,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03020-100-seg.nii.gz,BraTS-GLI-03020-100,data\IXI_GLI\IXI109-Guys-0732-T1__BraTS-GLI-03020-100,"[123, 177, 100]","{""x_min"": 75, ""x_max"": 171, ""y_min"": 129, ""y_max"": 225, ""z_min"": 52, ""z_max"": 148}",56026,56026
550,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI646-HH-2653-T1_preprocessed.nii.gz,IXI646-HH-2653-T1,1812,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02755-101-seg.nii.gz,BraTS-GLI-02755-101,data\IXI_GLI\IXI646-HH-2653-T1__BraTS-GLI-02755-101,"[133, 114, 93]","{""x_min"": 85, ""x_max"": 181, ""y_min"": 66, ""y_max"": 162, ""z_min"": 45, ""z_max"": 141}",44270,44270
551,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI390-Guys-0931-T1_preprocessed.nii.gz,IXI390-Guys-0931-T1,1814,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02281-100-seg.nii.gz,BraTS-GLI-02281-100,data\IXI_GLI\IXI390-Guys-0931-T1__BraTS-GLI-02281-100,"[172, 63, 116]","{""x_min"": 124, ""x_max"": 220, ""y_min"": 15, ""y_max"": 111, ""z_min"": 68, ""z_max"": 164}",22118,22118
552,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI251-Guys-1055-T1_preprocessed.nii.gz,IXI251-Guys-1055-T1,1816,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02205-104-seg.nii.gz,BraTS-GLI-02205-104,data\IXI_GLI\IXI251-Guys-1055-T1__BraTS-GLI-02205-104,"[73, 187, 110]","{""x_min"": 25, ""x_max"": 121, ""y_min"": 139, ""y_max"": 235, ""z_min"": 62, ""z_max"": 158}",22587,22587
553,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI182-Guys-0792-T1_preprocessed.nii.gz,IXI182-Guys-0792-T1,1821,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02904-100-seg.nii.gz,BraTS-GLI-02904-100,data\IXI_GLI\IXI182-Guys-0792-T1__BraTS-GLI-02904-100,"[93, 87, 54]","{""x_min"": 45, ""x_max"": 141, ""y_min"": 39, ""y_max"": 135, ""z_min"": 6, ""z_max"": 102}",13111,13111
554,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI633-HH-2689-T1_preprocessed.nii.gz,IXI633-HH-2689-T1,1824,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02804-101-seg.nii.gz,BraTS-GLI-02804-101,data\IXI_GLI\IXI633-HH-2689-T1__BraTS-GLI-02804-101,"[185, 125, 94]","{""x_min"": 137, ""x_max"": 233, ""y_min"": 77, ""y_max"": 173, ""z_min"": 46, ""z_max"": 142}",54445,54445
555,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI394-Guys-0940-T1_preprocessed.nii.gz,IXI394-Guys-0940-T1,1827,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02829-100-seg.nii.gz,BraTS-GLI-02829-100,data\IXI_GLI\IXI394-Guys-0940-T1__BraTS-GLI-02829-100,"[71, 129, 96]","{""x_min"": 23, ""x_max"": 119, ""y_min"": 81, ""y_max"": 177, ""z_min"": 48, ""z_max"": 144}",66706,66706
556,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI642-Guys-1104-T1_preprocessed.nii.gz,IXI642-Guys-1104-T1,1828,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03006-100-seg.nii.gz,BraTS-GLI-03006-100,data\IXI_GLI\IXI642-Guys-1104-T1__BraTS-GLI-03006-100,"[166, 194, 115]","{""x_min"": 118, ""x_max"": 214, ""y_min"": 146, ""y_max"": 242, ""z_min"": 67, ""z_max"": 163}",47867,47867
557,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI186-Guys-0796-T1_preprocessed.nii.gz,IXI186-Guys-0796-T1,1836,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02068-100-seg.nii.gz,BraTS-GLI-02068-100,data\IXI_GLI\IXI186-Guys-0796-T1__BraTS-GLI-02068-100,"[152, 114, 150]","{""x_min"": 104, ""x_max"": 200, ""y_min"": 66, ""y_max"": 162, ""z_min"": 102, ""z_max"": 198}",40307,40307
558,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI017-Guys-0698-T1_preprocessed.nii.gz,IXI017-Guys-0698-T1,1841,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02937-100-seg.nii.gz,BraTS-GLI-02937-100,data\IXI_GLI\IXI017-Guys-0698-T1__BraTS-GLI-02937-100,"[79, 141, 150]","{""x_min"": 31, ""x_max"": 127, ""y_min"": 93, ""y_max"": 189, ""z_min"": 102, ""z_max"": 198}",38740,38740
